法條名稱,法條編號,法條內容
小船管理規則,第 13 條,載客小船航行時遇有水流湍急、灘礁或其他危險時，駕駛人應嚴格要求乘客穿著合格之救生衣；夜間載客或其航線水流湍急、有灘礁或其他危險時，航政機關得酌減其乘客定額。
小船管理規則,第 14 條,客貨小船之艙頂及頂棚均不得載貨，並應有設施阻止乘客攀登。兩旁或中間通道、機器間、駕駛室及其他重要處所，均不得搭載客貨。
小船管理規則,第 15 條,載客小船應將救生設備使用方法圖解，顯示於乘客易見之處，救生衣應配合逃生路線置放於明顯、可迅速取用之處所，且有明顯之標示。
小船管理規則,第 16 條,載客小船開航前，駕駛應自行或指定專人辦理下列事項：一、向乘客說明緊急應變措施，示範救生設備、救生衣使用方法。二、施行航前自主檢查，檢視船身及輪機各部是否正常、將設備及屬具準備妥善。三、於船艙明顯處公告應急部署表。載客小船駕駛應每個月指導助手演習救生救火一次。但航行內水之載客小船，應三個月辦理一次。
小船管理規則,第 17 條,前條公告之應急部署表，應包括下列事項：一、全船工作人員在各種緊急情形下之特殊任務及其應在之位置。二、各種應變音響或信號之標示。前項第一款所稱之特殊任務，包括下列事項：一、關閉舷窗、水密門、防火門、排水門以及艙區艙壁甲板線以下之船殼板上所有各種污水及其他排洩口等。二、關閉風扇及通風系統。三、操作各種救生、消防、燈光、音號、旗號及救難等設備。四、準備救生設備。五、火警巡邏、消滅火災。六、召集乘客，並辦理下列事項：（一）警告乘客。（二）檢視各乘客之衣履以及救生衣是否穿著正常。（三）集合並引導乘客至其應在之位置。（四）指導乘客行動並於通道及梯道上維持秩序。（五）儘力扶助老弱婦孺之乘客。七、保管輕便無線電設備。八、駕駛人認為其他應變事項之特殊任務。
小船管理規則,第 18 條,小船所有人申請註冊及核發、補發或換發小船執照時，應填具申請書（如附件一）並檢同文件，向航政機關申請之。
小船管理規則,第 19 條,（刪除）
小船管理規則,第 20 條,小船註冊後，應由航政機關發給小船執照（如附件二）。
小船管理規則,第 21 條,小船執照遺失或滅失時，小船所有人應自發覺或事實發生之日起三個月內，向航政機關申請補發執照。
小船管理規則,第 22 條,小船於註冊後，遇有小船執照破損或所報事項變更時，小船所有人應自發覺或事實發生之日起三個月內，向航政機關申請換發執照。小船註冊後，因故申請換發執照時，應將舊照繳銷。小船所有人未依前項規定繳銷執照，經航政機關命其於一個月內辦理，屆期仍不辦理，而無正當理由者，得由航政機關逕行註銷執照，並於航政機關公告處所及網站公告之。
小船管理規則,第 23 條,小船遇有下列情形之一時，小船所有人應向航政機關申請註銷註冊（申請書如附件三），其小船執照除已遺失者外，並應繳銷：一、滅失或報廢。二、喪失中華民國國籍。三、不堪使用。四、沈沒不能打撈修復。五、因種類噸位變更不適用小船規定。六、失蹤滿六個月。前項第一款至第五款應自事實發生之日起四個月內為之。小船所有人未依前項規定辦理註銷及繳銷手續，經航政機關命其於一個月內辦理，屆期仍不辦理，而無正當理由者，得由航政機關逕行註銷註冊及註銷執照，並於航政機關公告處所及網站公告之。
小船管理規則,第 24 條,申請註冊給照、補發或換發小船執照者，應繳納規費新臺幣五百元。公務船申請註冊給照、換發或補發執照，免繳費。
小船管理規則,第 25 條,本法中華民國九十九年十二月八日修正後，地方政府制定載客小船管理自治條例前，載客小船業者應投保營運人責任保險，每一乘客投保金額不得低於新臺幣二百萬元。前項保險期間屆滿時，載客小船業者應予以續保。
小船管理規則,第 26 條,本規則自發布日施行。
