法條名稱,法條編號,法條內容
鐵路行車人員技能體格檢查規則,第 11 條,駕駛人員技能檢定項目如下：一、客貨車駕駛人員：（一）學科項目：1.鐵路概論。2.號誌路線。3.鐵路車輛。4.檢查維修。5.運轉規章。6.運轉理論。7.鐵路電氣。8.作業安全。（二）術科項目：1.速度觀測。2.軔機操作。3.軔機以外機器之操作。4.準點運轉。5.緊急應變。二、維修工程車駕駛人員：（一）學科項目：同客貨車駕駛人員測驗項目。（二）術科項目：1.速度觀測。2.軔機操作。3.軔機以外機器之操作。4.緊急應變。三、車輛調動機駕駛人員或車輛基地內駕駛人員：（一）學科項目：1.鐵路概論。2.號誌路線。3.運轉規章。4.鐵路電氣。5.作業安全。（二）術科項目：1.軔機操作。2.軔機以外機器之操作。3.緊急應變。
鐵路行車人員技能體格檢查規則,第 12 條,行控人員技能檢定項目如下：一、學科項目：（一）鐵路概論。（二）號誌路線。（三）鐵路車輛。（四）檢查維修。（五）運轉規章。（六）運轉理論。（七）鐵路電氣。二、術科項目：（一）行車控制設備與指令之操作。（二）運轉保安設備操作問題處理。（三）行車事故處理。參加行控人員技能檢定者，如已經客貨車駕駛人員檢定合格，得免除前項第一款學科項目之檢定。
鐵路行車人員技能體格檢查規則,第 13 條,乘務人員技能檢定項目如下：一、學科項目：（一）鐵路概論。（二）運轉規章。（三）運轉理論。（四）客運業務。（五）作業安全。（六）事故處理。二、術科項目：（一）列車檢查。（二）列車監視。（三）緊急應變。
鐵路行車人員技能體格檢查規則,第 14 條,站務人員技能檢定項目如下：一、於鐵路就地行車控制設備之處所執行正線進路控制之站務人員：（一）學科測驗：1.鐵路概論。2.運轉規章。3.作業安全。4.事故處理。（二）術科測驗：1.列車進出站處理。2.列車進路控制。3.緊急應變。二、第一項以外之站務人員技能檢定項目如下：（一）學科測驗：1.鐵路概論。2.運轉規章。3.作業安全。4.事故處理。（二）術科測驗：1.調車作業。2.緊急應變。
鐵路行車人員技能體格檢查規則,第 15 條,維修檢查人員之技能檢定至少應包含以下項目：一、學科項目：（一）維修規章。（二）作業安全。二、術科項目：（一）設施設備檢查及維修。（二）異常狀況處理。
鐵路行車人員技能體格檢查規則,第 16 條,第十一條至第十五條各技能檢定項目，鐵路機構得視鐵路特性及需要調整，報請交通部鐵道局核定後實施。
鐵路行車人員技能體格檢查規則,第 17 條,新進行車人員於技能檢定前，應經鐵路機構施予一定時數之專業訓練；其最低時數基準由鐵路機構擬訂，報請交通部鐵道局核定後實施。領有駕駛執照之駕駛人員操作該類執照許可操作之不同車輛種類前，亦同。新進高速鐵路旅客列車駕駛人員所需專業訓練時數，不得低於一千小時。第一項各車輛種類可操作之車輛型式，由鐵路機構擬訂，報請交通部鐵道局核定。
鐵路行車人員技能體格檢查規則,第 18 條,新進行車人員經技能檢定合格後，由鐵路機構發給合格證明。鐵路機構應訂定各項檢定項目之合格基準，報請交通部鐵道局備查。
鐵路行車人員技能體格檢查規則,第 19 條,鐵路機構應至少每三年對行車人員實施一次技能檢定，並得視需要臨時實施全部或部分之技能檢定。檢定不合格者，鐵路機構應即暫停或調整其職務。鐵路機構應就停止工作達一段時間之行車人員實施專業訓練，始得派任行車人員工作，實施方式由鐵路機構定之。駕駛人員停止駕駛工作達半年者，鐵路機構應重新實施專業訓練及技能檢定，經檢定合格後，始得派任駕駛工作；其最低專業訓練時數基準由鐵路機構擬訂，報請交通部鐵道局核定後實施。
鐵路行車人員技能體格檢查規則,第 20 條,鐵路機構應就各類行車人員所需專業持續進行在職訓練，並於新增或變更機車車輛及號誌設備上線營運前，對所涉行車人員施予必要訓練。前項相關訓練實施方式及內容由鐵路機構定之。
鐵路行車人員技能體格檢查規則,第 21 條,鐵路機構應保存行車人員之體格檢查、適性檢查、相關專業訓練及技能檢定之紀錄，交通部鐵道局得隨時派員查核，或要求鐵路機構提供。鐵路機構應保存行車人員新進及最近七年內前項紀錄。
鐵路行車人員技能體格檢查規則,第 22 條,本規則自發布日施行。
